id,user_edited,font,image,caption,parameters_chapter_title,parameters_chapter_summary,parameters_tone,created_at,user_id,parameters_switchboard_template_name,parameters_theme,parameters_prompt_template_name,parameters_photo_search_term,user_created_at,approved,has_logo
992051ff-9b42-4883-92d9-81f321623882,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/9bede482-326c-4be2-b283-b82dd2a8749d.png,"Unleash the potential of AI in your business operations! Join me in discussing how a systematic approach to AI integration can propel your business forward, leaving outdated systems behind. Don't get stuck in the past, embrace the future! #AI #BusinessGrowth #Efficiency",Data Collection and Preparation,"Discover the importance of data in AI and learn how to collect, clean, and prepare data for AI applications. Explore best practices for data management and quality assurance.",informational,2023-08-25T16:39:07.044646,e54d2ee4-54fe-453f-8356-9eaa77082fb1,explaining-meme-template-40,meme,explaining-prompt,,2023-08-25T15:06:40.642143,False,True
be16d411-719f-45af-a34d-372c91c3b344,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Roboto-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/ad6169b0-fc38-40e5-bb87-1f7bc2eb149d.png,🔍📚 Tired of getting flagged by plagiarism detectors? Look no further! Our innovative AI technology helps you create authentic and captivating content that stands out from the crowd. 🚀📝 Join us today and unlock your creativity!,The Challenges of Producing Original Content,Students face problem using ChatGPT as they can get caught by Turnitin or Other AI detectors,promotional,2023-10-12T04:40:39.013022,39ffae79-a84d-411e-8695-e2d8ad6c1ad7,balloon-template-43,meme,audience-goal-prompt,,2023-10-12T04:07:39.857009,False,True
f2a96d2e-1ee2-47b8-b69a-dfa1569757df,False,,https://marky-image-posts.s3.amazonaws.com/d57d5ef2-c655-4eec-ba98-97294cf27d0e.png,"Discover your inner strength through Jiu Jitsu at the Oregon Jiu Jitsu Lab. Experience personal growth, resilience, and discipline. Join us now for a transformative journey of self-expression and self-discovery!",The Art of Jiu Jitsu,"Explore the artistic side of Jiu Jitsu and how it intertwines with the sport, allowing practitioners to express themselves through movement and technique.",inspirational,2023-09-20T14:16:03.907146,3335b624-615f-49ec-955c-7128ef149ca0,karate-template-3,Karate,cta-belief,Jiu Jitsu images,2023-09-09T23:42:14.107415,False,True
d8e3f58c-2d61-4b36-89b7-30358e553f0f,False,,https://marky-image-posts.s3.amazonaws.com/8ebb7b32-cbce-4920-acd2-a7dc7af1685b.png,"Explore pharmacy with Dr. Knowledge's insightful introduction. Uncover the blend of healthcare and history that makes it intriguing. Join us on this informative journey to unlock a new perspective on pharmacists' vital role in our lives.   #History (PC: lancereis, Unsplash)",Introduction to Pharmacy,"Get an overview of the field of pharmacy, its history, and its importance in healthcare.",informational,2023-10-18T04:28:25.019737,388791ed-57f4-4f80-9ff6-0120f2600e6b,blue-template-58,blue,should-you-2,pharmacy in healthcare,2023-10-18T04:24:50.276587,True,False
31e2dca6-1e55-45da-a466-1b341c3117d2,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Oswald-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/b2c7c609-b9e7-4363-8c31-d97829ba6497.png,"🤖 Curious about AI in recruitment? 📚 Learn how it revolutionizes hiring, its benefits and challenges. 💼 Our tailor-made AI solutions offer improved efficiency and automation in your hiring process! 💡 #AIRecruitment #EfficientHiring #Automation",Understanding AI in Recruitment,Gain a comprehensive understanding of AI and its applications in the recruitment process. Explore the benefits and challenges of using AI-powered tools for hiring.,informational,2023-10-13T18:27:01.267666,f2131e7b-477c-4387-a658-f081e9015e28,tech-template-19,bold tech,should-you-2,AI in candidate assessment,2023-10-13T18:04:09.572829,True,False
660441a0-f2d4-450f-ade1-31ac8d0ecc3d,False,,https://marky-image-posts.s3.amazonaws.com/c2979413-292f-4090-ab36-a2fb26252983.png,Unlock the secrets of Boston's real estate market and turn uncertainty into opportunity with our expert guidance. Join us on this exciting journey and become a master of the Boston real estate scene today!,Mastering the Boston Real Estate Market,Gain insights into the unique characteristics of the Boston real estate market and how to leverage them to your advantage as a seller.,inspirational,2023-10-06T04:42:58.434365,e5a0d790-b47b-475b-a64e-d760ee3e9b7a,bnw-template-8,black & white,if-youre-worried-content,Boston housing market,2023-10-06T04:40:54.475299,True,False
a24ebe4b-e219-4efe-a76a-eac7f718bcb9,False,,https://marky-image-posts.s3.amazonaws.com/e2509265-7e82-43e2-ac66-23ce8ef02041.png,"Unlock the potential of your brand with retainer agreements! At BS Agency, we offer tailor-made solutions to revolutionize your success. Trust us to skyrocket your digital presence and experience the difference today!",Retainer Agreements for Ongoing Support,"Discover the benefits of retainer agreements with BS Agency, providing ongoing support and services tailored to your specific needs.",inspirational,2023-09-16T21:13:51.046236,e16fa4a0-15af-41cd-b62f-4c747f613f97,blue-template-59,blue,two-cta-two-content-belief,specific needs,2023-09-16T18:23:57.169754,False,False
7a23f8e4-05a0-48d9-a745-75118afa1610,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Avenir+Regular.ttf,https://marky-image-posts.s3.amazonaws.com/496d3395-ba1c-4f56-b3e1-c3e0513d81fe.png,Find your dream home with DreamHouse Realty. Luxury living is attainable. Our expert guidance and options make it possible. Embrace possibilities and start living your imagined life.,An introductory post highlighting the essence of luxury that DreamHouse Realty offers.,"Experience the epitome of luxury with DreamHouse Realty. 🌅 Where every home isn't just a property, it's a masterpiece. Dive into elegance today. #DreamHouseRealty #LuxuryLiving Summary: DreamHouse Realty stands as a beacon of luxury in the real estate market, offering properties that are more than just homes—they're experiences.
Copy: ""At DreamHouse Realty, we redefine luxury. Every property we offer isn't just a residence—it's a masterpiece of elegance and sophistication. Dive into a world where dreams meet reality today.""
",inspirational,2023-10-10T23:49:28.255400,b270c878-2fbd-40e9-9b3c-dd77f9069611,blue-template-61,blue,reminder-limiting-belief-2,luxury living,2023-09-15T14:34:06.259103,True,False
47975ed3-0984-405b-ac0c-fe345f7f21c6,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/c12c41ce-b811-4dc3-a5c4-62432f681701.png,"Tired of struggling to integrate AI into your business? Our revolutionary platform simplifies the process, letting you seamlessly incorporate AI into your operations. Stay ahead of the game and let technology work for you. https://bit.ly/3Pd09A0 #AIintegration #businesssolutions ",Training AI Models,Learn the fundamentals of training AI models and how to optimize their performance. Understand the different techniques and algorithms used in AI model training.,informational,2023-09-05T01:45:00.197557,e54d2ee4-54fe-453f-8356-9eaa77082fb1,uno-card-meme,meme,uno-card-meme-prompt,,2023-08-25T15:06:40.642143,True,True
09d79d6e-2d79-4fe8-803b-2133a77052a3,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Poppins-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/02956424-9917-4181-8ca5-53c24be6ebbd.png,Unlock the potential of your business with our powerful SEO strategies! Say goodbye to stagnant website rankings and hello to increased revenue. Let us guide you towards success and watch your profits skyrocket. #SEOstrategies #BusinessGrowth,Why business needs to include SEO in their marketing Plan,"Learn why business should focus on SEO strategy first as the customer who is looking for their service is potentially looking for the solution and if you can sell the solution on Google you can get quick clients, and SEO can help you get that.",informational,2023-09-24T13:07:07.203282,21e62fcd-665e-4e56-97dc-c4fc5abc30eb,surprised-man-meme,meme,surprised-man-meme-prompt,,2023-09-02T20:29:43.054240,False,True
5a605411-349c-401e-8d5e-85fe1db88eae,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/d770e510-9562-4ba1-af4a-fd8109ab4beb.png,"Unlock your sales potential with these 3 empowering steps. Think big, visualize success, and challenge your beliefs. #SalesMindset",Empowering Your Sales Mind,"""This chapter provides and overview of the book. Mindset is the foundation of your sales success, our results are created through our thinking and what we choose to believe about what is possible.

We create our own reality through what we choose to believe is true. Our sales results are a direct reflection of our conditioned beliefs and how we see ourselves as salespeople. If we want to change our results and become more successful we have to upgrade our thinking and see ourselves as already successful in our mind eye and it is from this state that the success we seek will manifest itself.""",,2023-08-01T18:47:00.407643,64ae15d7fa97a2a9e1c6c397,,,,,2023-08-02T18:16:13.201207,False,False
0e9e131b-eadd-4490-9bd5-124409283a47,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Oswald-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/4517f6d7-08f4-4ede-bb05-7f2f51742457.png,"Embrace tech's power, unlock limitless possibilities in real estate. AI brings efficiency, innovation, growth. Don't resist, shape a brighter future together! 💡🏢 #EmbraceTheFuture #RealEstateRevolution",The AI Revolution,Discover the transformative power of artificial intelligence in the real estate industry and how it can revolutionize the way agents organize their business and streamline their day-to-day tasks.,inspirational,2023-10-08T18:38:39.240782,7da44879-72a6-4b33-804a-bb20204baede,tech-template-22,bold tech,destroys,real estate industry,2023-10-08T18:32:52.975618,False,True
b2cfff96-fb32-417d-a08e-e445ac35128d,True,,https://marky-image-posts.s3.amazonaws.com/b8aafee5-7100-45e6-8207-89e74360f260.png,Discover affordable marketing solutions for success! Our proven strategies help you achieve goals with minimal investment. Say goodbye to excessive overhead and hello to effective marketing. Join us now to maximize your potential!,remote company,"In our dynamic and close-knit agency, we operate with a unique approach that allows us to deliver big results without big overhead. Our team is a fluid ensemble of talented individuals we've had the pleasure of working with over the years. Leveraging a network of dedicated independent contractors, we seamlessly scale up to tackle larger projects, ensuring your business always receives the attention and expertise it deserves. This agile model not only empowers us to tap into specialized skills precisely when needed but also keeps our costs lean, so you can invest in what truly matters – achieving your marketing goals.

 

When you work with us, you're collaborating with a skilled and adaptable team, each member handpicked to provide the perfect piece of the puzzle for your unique project.",promotional,2023-09-16T16:49:48.310566,ea3aaa4d-6597-49d2-b801-175782750fd9,blue-template-48,blue,myth,skilled team,2023-09-15T16:50:52.435680,False,True
bc35b163-d783-4f46-905e-5a1704852718,False,,https://marky-image-posts.s3.amazonaws.com/06bf081c-3efe-4c2a-9d57-c84b11fb0f38.png,"Stand up for conservative values! Join UW College Republicans for an empowering community that helps navigate challenges as a conservative student. Together, we can make a difference and create a brighter future. 🎓🇺🇸 #ConservativeStudents #Empowerment #UWCollegeRepublicans",Navigating Challenges as Conservative Students,"Navigate the unique challenges faced by conservative students at the University of Washington, and discover how the UW College Republicans provide support and resources to overcome these obstacles.",inspirational,2023-09-24T21:41:31.825262,c23bc5a9-c9bd-48f1-91c4-ea83d94da948,karate-template-12,Karate,two-contents,community,2023-09-24T21:33:01.277639,True,True
4accf195-4764-46bb-957c-6e96bbe13819,False,,https://marky-image-posts.s3.amazonaws.com/e42b594d-11a2-4ef1-9e0e-1bb3004db6ab.png,"Explore conservative values without liberal ideologies! Join us as we uncover how UW College Republicans promote conservative policies, inspiring new leaders dedicated to upholding core principles. Let's shape a future rooted in conservative values that resonate with all!",Promoting Conservative Policies,"Learn about the initiatives and campaigns undertaken by the UW College Republicans to promote conservative policies and values, and their impact on the University of Washington community.",informational,2023-10-02T01:38:35.968469,c23bc5a9-c9bd-48f1-91c4-ea83d94da948,teal-template-67,teal,myth,campus politics,2023-09-24T21:33:01.277639,False,True
97755a4d-75f5-49e9-a2c1-93be4cd8befa,False,,https://marky-image-posts.s3.amazonaws.com/0860b5b6-6f49-49da-b19d-85a3afd76f55.png,"Boost productivity by 5% with data analytics! 90% of today's data was created in the last 2 years. Stay ahead, harness data's potential to drive your business forward. #DataAnalytics #ProductivityBoost 📈💪",Data-Driven Decision Making,"Explore the power of data and analytics in making informed business decisions. Learn how to leverage data to drive growth, improve efficiency, and gain a competitive edge.",promotional,2023-09-19T08:13:14.542537,4c3e7cf1-c493-481e-8eef-ddfd11a828c4,blue-template-61,blue,did-you-know-2,improve efficiency,2023-09-06T01:31:35.724526,False,False
a31ad9e8-b5c2-4cec-88d7-cd25bd77eaa7,False,,https://marky-image-posts.s3.amazonaws.com/40218fe9-192d-4746-9a23-3b1156c144b9.png,"Unlock the power of manifestation! Align thoughts, beliefs, and actions to manifest desires and create an abundant, fulfilling life. Start manifesting your dreams today! #Manifestation101 #AlignYourDesires",The Art of Manifestation,"Discover the secrets of manifesting your desires by aligning your thoughts, beliefs, and actions with the creative power of the god within.",informational,2023-09-25T16:56:01.664423,2dc8a213-5ef0-48d3-acac-970af28759db,title-content-3,ugc,i-wish-i-knew,,2023-09-09T18:09:22.387043,True,False
245fc3fc-5f0f-4032-adc5-2fabee86fd60,False,,https://marky-image-posts.s3.amazonaws.com/78b10c0f-88ae-49c8-85bd-aeb2d51a00c3.png,Attention local business owners! 📢 90% of consumers use the internet to find and connect with local businesses. 🌐🔍 Don't miss out on this opportunity to be discovered by potential customers. Strengthen your online presence! 💻💼  #OnlineVisibility #DiscoverYourBusiness,Navigating the Digital Landscape,Gain insights into the ever-evolving digital landscape and discover how to effectively position your brand for success in the online world.,informational,2023-09-15T17:28:45.749876,ea3aaa4d-6597-49d2-b801-175782750fd9,blue-template-48,blue,did-you-know,brand recognition,2023-09-15T16:50:52.435680,False,True
0762053e-26f2-4b97-9f92-c8f2b7b04b6d,False,,https://marky-image-posts.s3.amazonaws.com/2f8471e7-a39f-43a1-a454-c5d003955068.png,"🌟 Uncover the power of face masks for flawless skin! Join my transformative journey to clear, acne-free skin. Learn the ultimate skincare regime and use face masks for radiant, blemish-free results. Don't miss this game-changing revelation! 💫 (PC: cheyennedoig, Unsplash)",Face Masks and Beyond,"Discover additional skincare tips and lifestyle changes that complement the use of face masks in achieving and maintaining clear, acne-free skin.",promotional,2023-10-19T11:40:52.698180,cbd37c27-35c2-4c80-b5f8-87d3875e29d1,blue-template-58,blue,after-event-2,skincare routine,2023-10-19T11:35:40.331223,False,False
777687d7-ebc7-47d5-9043-3ecaac4037f4,False,,https://marky-image-posts.s3.amazonaws.com/f6c5a148-8ed0-4cc1-bfe2-69e97142b00f.png,"Embrace your uniqueness, celebrate being true to yourself. In a conformist world, remember that overcoming obstacles and standing firm in conservative values is a worthwhile journey. Rise above challenges, let unwavering beliefs guide you.",Building a Strong Conservative Network,"Understand the importance of building a strong conservative network at the University of Washington, as the UW College Republicans connect with like-minded individuals and foster a sense of community.",inspirational,2023-10-02T01:37:39.839304,c23bc5a9-c9bd-48f1-91c4-ea83d94da948,karate-template-10,Karate,its-okay-2,UW College Republicans community,2023-09-24T21:33:01.277639,False,True
a7807891-f8ce-47c1-a569-3e75424fca95,False,,https://marky-image-posts.s3.amazonaws.com/d856bfc5-dd0f-4ee4-8489-6e27eb124d6a.png,"🌟 Want website success? 🌟 Learn why neglecting monitoring, underestimating updates, and inefficient resource management may hinder results. Unlock secrets to revamp your online presence and achieve greatness! 💪✨ #WebsiteWisdom #Inspiration",Maintaining and Updating Your Website,Learn about the flexible maintenance and update plans provided by BS Agency to keep your website up-to-date and running smoothly.,inspirational,2023-09-16T20:54:23.274833,e16fa4a0-15af-41cd-b62f-4c747f613f97,blue-template-60,blue,3-reasons-not-working,website support,2023-09-16T18:23:57.169754,True,False
496ed2a5-b5b9-4052-80dd-74e01be3e14b,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/4f12d478-289e-4e71-9204-e33f5c9275f0.png,Overcome the challenges in recruiting and retaining commercial truck drivers. Embrace advanced automation and AI in your hiring process to streamline and improve outcomes. #TruckDriverRecruitment #AIHiring,The Reshaping of recruitment and Retention ,,informational,2023-08-15T22:30:55.088063,64a8501ade21f8070ab35606,new-template-27,,what-is-stopping-you,Trucking industry hiring,2023-08-12T15:58:09.271370,False,False
ed02fc96-915f-4ea7-a480-061253ea96ca,False,,https://marky-image-posts.s3.amazonaws.com/1120d951-f7e0-42d2-9b84-1e15f3b38db4.png,🌐 Maximize your website's potential! 💻✨ BS Agency unleashes captivating designs and tailored web solutions to transform your brand. 🌟 Join the digital revolution and boost your online presence today! 💪,Crafting Aesthetics and Functionality,"Discover the seamless blend of aesthetics and functionality in BS Agency's website design, ensuring a user-friendly and visually appealing online experience.",promotional,2023-09-16T21:13:18.147047,e16fa4a0-15af-41cd-b62f-4c747f613f97,blue-template-59,blue,two-cta-two-content-belief,BS Agency website design,2023-09-16T18:23:57.169754,False,False
d2710fd4-78fb-4912-9f59-14597e37101b,True,https://marky-fonts.s3.us-east-2.amazonaws.com/Raleway-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/fa680dd4-96a5-45cb-9dc0-e7e8e7d57c08.png,Boost revenue with effective branding! Did you know it can increase revenue by up to 23%? 59% of consumers prefer trusted brands. Join Pursuing X to unleash your branding potential for success! 🚀💰📈,Harnessing the Power of Branding,"Uncover the secrets of effective branding and how it can elevate your business, attract customers, and create a lasting impression.",informational,2023-09-22T18:32:41.263184,ea3aaa4d-6597-49d2-b801-175782750fd9,bee-template-62-1,bee,did-you-know-2-cta,secrets,2023-09-15T16:50:52.435680,True,True
058c8e94-fa9e-46fa-9373-875de9a266db,False,,https://marky-image-posts.s3.amazonaws.com/efff5892-0925-46c8-942d-6b674a59dd4a.png,Learn the secret to lasting wealth with our expert advice on investing in gemstones and precious metals. Say goodbye to get-rich-quick schemes and embrace a sustainable path to financial success. Begin your journey to a prosperous future today!  #Gemstones #PreciousMetals,Jewelry as an Investment,"Learn about the world of jewelry as an investment, from understanding the value of gemstones and precious metals to tips for buying and selling jewelry for profit.",promotional,2023-10-04T15:25:32.378197,bbea9ffc-7666-4e2d-84a5-b6d2be200c2c,bnw-template-5,black & white,unrealistic-goal,gemstone investment tips,2023-10-04T15:06:57.689219,False,True
713e261d-58eb-4bc5-be71-86da709794d9,False,,https://marky-image-posts.s3.amazonaws.com/17357437-0f1e-4bf6-85c1-89ba98cb1d43.png,"Explore the enchanting world of jewelry with us! 🌟 Delve into its rich history, filled with vibrant stories and intricate craftsmanship. Join us as we uncover the secrets behind these timeless adornments. #JewelryHistory #UncoverTheBeauty",The History of Jewelry,"Delve into the fascinating history of jewelry, from ancient civilizations to modern times, and explore the cultural significance and evolution of adornment.",promotional,2023-10-04T15:24:34.190700,bbea9ffc-7666-4e2d-84a5-b6d2be200c2c,bnw-template-2,black & white,if-youre-worried-2,jewelry and royalty,2023-10-04T15:06:57.689219,False,True
e2fcccc3-a5ff-4295-8dfc-f8ca24cbcc72,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/7a34e14d-57a2-4d7f-a09b-172ef325a25e.png,Struggling to stay motivated and focused? Here are the top 3 reasons why it might not be working for you. Let's overcome these obstacles together for a more productive and successful journey! #Motivation #PersonalGrowth #SuccessMindset,Staying Motivated and Focused,"In the world of sales, staying motivated and focused can be challenging, but with the right mindset and strategies, anything is possible. To keep your drive and motivation going, set clear goals, develop a routine, stay positive and maintain a growth mindset, continuously learn and improve, and take care of yourself. Remember that success in sales is not just about making sales but also about personal growth and development. By embracing these tips and strategies, you can stay motivated and focused, achieve your goals, and become the best version of yourself. With determination, hard work, and a positive attitude, anything is possible in the world of sales.",promotional,2023-08-29T08:33:23.112922,64ae15d7fa97a2a9e1c6c397,blue-template-60,blue,3-reasons-not-working,Productivity issues,2023-08-02T18:16:13.201207,True,False
b43b92d5-6c5e-47d0-91c3-57866c107c63,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Poppins-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/2084afba-9364-49a1-9489-0ff3f1221e44.png,"🔍 Stay ahead of the game in SEO trends! 📈 Don't let the competition outshine you. Stay informed, adapt, and thrive in the digital landscape. 💪 #SEO #StayAhead #Success",Staying Up-to-Date with SEO Trends,"Stay ahead of the competition by staying informed about the latest SEO trends and updates, ensuring continuous improvement and success.",inspirational,2023-10-14T03:50:36.089028,21e62fcd-665e-4e56-97dc-c4fc5abc30eb,title-content-4,ugc,if-youre-worried,,2023-09-02T20:29:43.054240,False,True
4d9afb1b-2eb1-4bd8-b09a-2414ba85b186,False,,https://marky-image-posts.s3.us-east-2.amazonaws.com/9d585706-294c-497b-a87e-5e3f9b455003.png,"Discover the power of tech tips and tricks! Whether you're a tech-savvy guru or just starting out, these invaluable insights will enhance your digital experience. Don't miss out on unlocking the full potential of your devices and stay ahead of the game! #TechTips #TechTricks",Tech tips and tricks,Tech tips and tricks,informational,2023-09-03T04:23:09.134897,6488ad4ef7a1730c590e374d,blue-template-58,blue,two-contents,game,2023-08-02T16:28:52.303184,False,False
8ce66e3d-69bb-48a9-8dc4-56c6444f3da6,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Poppins-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/b1ce2e7d-e7df-4d66-a12b-16c191b4908a.png,"with this comprehensive guide that will demystify the world of coding. Learn the fundamentals and gain the confidence to create stunning websites without the overwhelm. Let's embark on this coding journey together! #webdevelopment #coding101 (PC: a_mans_photography, Unsplash)",Introduction to Webflow Development,Learn about the role of a Webflow developer and how they use the Webflow platform to design and maintain websites without extensive coding.,informational,2023-10-18T00:07:05.965042,409efb34-18d6-4d33-8df0-eea08f62eb58,cyber-template-2,cyber,if-youre-worried,maintain websites,2023-10-12T23:32:29.011692,True,False
c63bf89c-97fb-4517-8c1b-28a601f35caf,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Electrolize-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/4b013dea-7c3a-48d4-b278-d832036ef468.png,Discover the digital world's secrets with our promo! Explore binary codes and their impact on our daily digital landscape. Join us now for a journey of technological enlightenment! #DigitalRevolution #BinaryCodes #UnlockTheSecrets,Tech tips and tricks,Tech tips and tricks,promotional,2023-10-01T20:22:08.370866,6488ad4ef7a1730c590e374d,fresh-template-10,fresh,did-you-know,device tricks,2023-08-02T16:28:52.303184,True,False
afa4b1be-ce35-4f5c-9550-ed0cbc240160,False,https://marky-fonts.s3.us-east-2.amazonaws.com/Poppins-Regular.ttf,https://marky-image-posts.s3.amazonaws.com/203998d7-e14f-4e65-b436-5dcc748fed0f.png,"Unlock your true potential with The Everlea Agency. Our team guides you towards success, transforming your business into something extraordinary. Believe in the possibilities and watch your dreams become reality. #inspiration #businessgrowth",Empowering Business Growth,"Learn how The Everlea Agency empowers businesses to achieve sustainable growth by providing them with the tools, strategies, and support they need to thrive.",inspirational,2023-09-18T20:03:12.590808,ca154ca9-cc00-40ec-9a69-33a2cf5856b2,new-template-11,ugc,quote,business empowerment,2023-09-16T18:23:57.169754,False,True
a55f2d9a-dfcf-473c-8b03-1ea02c243562,False,,https://marky-image-posts.s3.amazonaws.com/6d46103c-86bc-4176-bd5b-304a0b481d15.png,Maximize brand awareness with promotional products. Unlock their potential to captivate your audience and boost your reach. Discover effective marketing strategies. #PromotionalProducts #BrandAwareness #Marketing,Promotional Products for Brand Awareness,"Learn how to leverage promotional products as effective tools for brand awareness and customer engagement, and explore popular choices for different industries.",informational,2023-10-18T13:02:44.242980,5473c3bd-39d9-401e-a428-9ab6aef37a80,beauty-template-5,beauty,this-mistake,,2023-10-18T13:00:10.360880,True,False
77e412d7-85bb-4828-a450-c1f6f0e94ad7,False,,https://marky-image-posts.s3.amazonaws.com/3a34e3e9-ab9e-4d4d-a900-3901075fb68c.png,"Dive into cultural art, where heritage meets innovation and creativity sparks change. Join us on a journey of discovery as we explore the power of artistic expression and its impact on communities. #CulturalArt #IgniteCreativity #SocietalTransformation",Inspiring Creativity through Cultural Art,"Discover how cultural art can ignite creativity and innovation, and how it can be a catalyst for personal and societal transformation.",informational,2023-10-09T17:34:59.045993,fb831658-19f5-4af3-b927-7a58e638f742,new-template-23,ugc,mission-misconception-content,art and culture,2023-10-09T17:15:22.327563,True,True
c239514a-e4af-49d8-9633-6c6be8d2462c,False,,https://marky-image-posts.s3.amazonaws.com/3aab3ebb-9786-4d84-8b20-f4ff959899e0.png,"🌟 Join us on a journey of empowerment with Empower Therapy Services! Conquer challenges, overcome obstacles, and achieve your best outcomes. 💪🌈 #Inspiration #Collaboration #EmpowerTherapy",Collaboration and Advocacy in Occupational Therapy,"Learn about the collaborative approach taken by Empower Therapy Services to work with clients, families, and other professionals to ensure the best possible outcomes.",inspirational,2023-10-01T23:54:01.115040,34a6b2d8-0031-46ee-ae61-4857b7a0bfc8,blue-template-48,blue,i-get-it,family involvement,2023-09-26T04:38:14.317522,False,True
20c1d7ca-8ec6-47e2-9d8a-80d1e0e3fc7d,False,,https://marky-image-posts.s3.amazonaws.com/b4a4fc37-269f-4be0-adc3-2f8925da74da.png,". Now, I feel empowered and rejuvenated every day! Join me on this incredible journey towards a healthier and happier life with ECOGANIC - the ultimate solution for all your health needs. #Inspiration #HealthJourney #ECOGANIC",The Immune-Boosting Power of Solo Garlic,"Unleash the immune-boosting properties of Solo Garlic, renowned for its ability to fight infections, reduce cholesterol levels, and improve heart health.",inspirational,2023-09-27T20:28:05.622279,75ec5b88-8ffd-4549-b1f8-e4b65252b37f,bee-template-53,bee,hey-story,garlic health benefits,2023-09-27T20:19:07.714250,False,False
